Function and Parameters;Data Segment
"1712070835057,SetEstimateTime,0,96495729,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f636861536574446174610000000000000000280000000400000000000000000000000000000003000000040000007168c005
"1712070835570,GetServoMonitor,3,22,";47494f50010001004400000000000000e03700000100030004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712070836085,GetServoVersion,3,4,";47494f50010001004400000000000000e037000001000e0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000000100000001000000000000000000000001000000
"1712070836085,GetServoVersion,3,4,";47494f50010001004400000000000000e03700000100140004000000010000000d0000006d6f63686147657444617461003c2377000000003b0000002a00000000000000040000000000000010000000
"1712070836607,GetServoDiagnosis,2,0,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712070836607,GetServoDiagnosis,2,0,";47494f50010001004400000000000000e037000001fb5d0104000000010000000d0000006d6f6368614765744461746100000000000000003b0000002d00000000000000020000000000000003000000
"1712070837622,GetPowerDiagnosis,1,4,";47494f50010001004400000000000000e03700000100160004000000010000000d0000006d6f63686147657444617461003c237700000000400000001000000000000000010000000000000001000000
"1712070838139,GetSpindleMonitor,3,12,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000003f0000000400000000000000000800000000000003000000
"1712070838659,GetSpindleVersion,1,2,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003f0000001d00000000000000010000000000000010000000
"1712070839164,GetSpindleDiagnosis,1,22,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c2377000000003f0000003000000000000000010000000000000010000000
"1712070839681,GetAbsPositionMonitor,3,9,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000000100000001000000000000000000000001000000
"1712070839681,GetAbsPositionMonitor,3,9,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000003b0000002200000000000000040000000000000002000000
"1712070840186,GetAuxAxisMonitor,1,4,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000410000000500000000000000010000000000000002000000
"1712070840699,GetAuxAxisDiagnosis,2,3,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000410000004a00000000000000020000000000000010000000
"1712070841201,GetAuxAxisVersion,1,0,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f636861476574446174610000000000000000410000001300000000000000010000000000000010000000
"1712070841705,GetDowelTime,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c2377000000002a0000000500000001000000000000000000000010000000
"1712070842212,GetInvalidStatus,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000200000001000000000000000000000001000000
"1712070842212,GetInvalidStatus,";47494f50010001004400000000000000e037000001000c0004000000010000000d0000006d6f63686147657444617461003c2377000000002d0000000300000001000000000000000000000001000000
"1712070842717,GetCommandStatus,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f63686147657444617461000000000000000029000000cc00000001000000000000000000000001000000
"1712070843234,GetCuttingMode,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f63686147657444617461000000000000000029000000ce00000001000000000000000000000002000000
"1712070843738,GetAxisStatus,3,2,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f636861476574446174610000000000000000240000006700000001000000000000000000000002000000
"1712070844257,GetRunStatus,3,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c237700000000230000001600000001000000000000000000000003000000
"1712070844767,CommonVRead,432607,";47494f50010001004400000000000000e03700000100030004000000010000000d0000006d6f63686147657444617461003c23770000000006000000d007000001000000000000000000000005000000
"1712070845774,GetSize,1,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000020000000800000000000000000000000000000003000000
"1712070846281,GetName,519,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461000000000000000005000000d709000000000000000000000000000010000000
"1712070847813,GetMacroLevel,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f636861476574446174610000000000000000230000000100000001000000000000000000000001000000
"1712070848839,GetToolSetSize,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000002000000
"1712070849349,GetType,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c237700000000030000000100000001000000000000000000000001000000
"1712070849857,GetOffset,2,9,10,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712070850367,GetOffset2,74,143,10,";47494f50010001004400000000000000e03700000100150004000000010000000d0000006d6f63686147657444617461003c237700000000030000000200000001000000000000000000000003000000
"1712070850886,SetOffset,42,270,43,1292.069391,91,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f636861476574446174610000000000000000030000000200000001000000000000000000000003000000
"1712070854954,GetToolLifeType2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070854954,GetToolLifeType2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070854954,GetToolLifeType2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070856482,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e037000001000f0004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712070856482,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712070856482,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e037000001000c0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712070856482,ChangeToolLifeGroup,6,6,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000006000000
"1712070856482,ChangeToolLifeGroup,6,6,";47494f50010001004400000000000000e03700000100060004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712070856987,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000005a0000007f00000000000000000000000000000001000000
"1712070856987,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e03700000100040004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006700000000000000000000000000000003000000
"1712070856987,DeleteToolLifeGroup,6,";47494f50010001004400000000000000e037000001000d0004000000010000000d0000006d6f63686147657444617461003c2377000000007e0000006000000000000000000000000000000001000000
"1712070856987,DeleteToolLifeGroup,6,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000011270000010000000000000000000000030000000400000006000000
"1712070858017,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e037000001fa5d0104000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070858017,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070858017,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e037000001f85d0104000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070858017,ChangeToolLifeToolNo,2,2,2,";47494f50010001004c00000000000000e03700000100000004000000010000000d0000006d6f6368615365744461746100000000000000001200000013270000010000000000000000000000030000000400000002000000
"1712070858017,ChangeToolLifeToolNo,2,2,2,";47494f50010001004400000000000000e03700000100130004000000010000000d0000006d6f63686147657444617461003c237700000000120000001327000001000000000000000000000003000000
"1712070858529,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000005a0000007f00000000000000000000000000000001000000
"1712070858529,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006700000000000000000000000000000003000000
"1712070858529,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e03700000100000004000000010000000d0000006d6f6368614765744461746100000000000000007e0000006000000000000000000000000000000001000000
"1712070858529,DeleteToolLifeToolNo,2,2,";47494f50010001004c00000000000000e03700000100080004000000010000000d0000006d6f63686153657444617461003c2377000000001200000013270000010000000000000000000000030000000400000002000000
"1712070858529,DeleteToolLifeToolNo,2,2,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f636861476574446174610000000000000000120000001327000001000000000000000000000003000000
"1712070859050,GetMGNControl,";47494f50010001004400000000000000e037000001000b0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712070859556,GetMGNControl,";47494f50010001004400000000000000e03700000100020004000000010000000d0000006d6f63686147657444617461003c2377000000003700000008b0010000000000000000000000000002000000
"1712070860074,GetMGNSize,";47494f50010001004400000000000000e037000001000a0004000000010000000d0000006d6f63686147657444617461003c2377000000003700000012b0010000000000000000000000000002000000
"1712070860074,GetMGNSize,";47494f50010001004400000000000000e03700000100190004000000010000000d0000006d6f63686147657444617461003c2377000000003700000013b0010000000000000000000000000002000000
"1712070860074,GetMGNSize,";47494f50010001004400000000000000e03700000100070004000000010000000d0000006d6f63686147657444617461003c2377000000003700000014b0010000000000000000000000000002000000
"1712070860074,GetMGNSize,";47494f50010001004400000000000000e037000001f95d0104000000010000000d0000006d6f6368614765744461746100000000000000003700000008b0010000000000000000000000000002000000
